000a03e0-529c-49d1-8fff-68810d2b7669,60,Female,Australia,Clothing,1507.07995605469,Cash,2025-09-04,Mobile,0,000a03e0-529c-49d1-8fff-68810d2b7669
001e62ab-4e21-4e2e-b823-164d143cf6f8,28,Female,UK,Clothing,391.220001220703,Cash,2024-05-23,Tablet,0,001e62ab-4e21-4e2e-b823-164d143cf6f8
004dd455-2c2f-4766-a5fc-11adba3dea98,60,Male,Australia,Clothing,1567.58996582031,Cash,2024-01-18,Mobile,1,004dd455-2c2f-4766-a5fc-11adba3dea98
004e499c-9da4-4dfa-b77b-268f625f9d05,64,Female,UK,Clothing,996.940002441406,Cash,2025-09-26,Tablet,0,004e499c-9da4-4dfa-b77b-268f625f9d05
005e2ca4-c038-4a6a-867c-5ef0bf4b00f2,49,Male,Canada,Clothing,1517.76000976563,Cash,2025-04-08,Mobile,1,005e2ca4-c038-4a6a-867c-5ef0bf4b00f2
005e3b4d-43be-4502-b6db-c46eb06a4922,69,Male,Canada,Clothing,1410.08996582031,Cash,2024-10-03,Mobile,1,005e3b4d-43be-4502-b6db-c46eb06a4922
00669c79-d00a-4210-a6b4-b7be15f9b016,51,Male,USA,Clothing,152.070007324219,Cash,2024-02-03,Mobile,1,00669c79-d00a-4210-a6b4-b7be15f9b016
006f2ce1-aba5-4ce8-9912-7fd77a48f6e0,68,Female,India,Clothing,1325.47998046875,Cash,2025-02-26,Tablet,0,006f2ce1-aba5-4ce8-9912-7fd77a48f6e0
006f978a-8a6a-4db6-8c21-a463e24cc662,18,Female,Germany,Clothing,812.080017089844,Cash,2024-12-01,Desktop,0,006f978a-8a6a-4db6-8c21-a463e24cc662
007bf847-bffd-4d42-ae07-51dd88559a00,68,Male,UK,Clothing,765.130004882813,Cash,2024-12-26,Desktop,0,007bf847-bffd-4d42-ae07-51dd88559a00
00895aa0-e143-489c-ab06-5558dbb43c62,27,Female,Germany,Clothing,1691.11999511719,Cash,2024-12-15,Mobile,0,00895aa0-e143-489c-ab06-5558dbb43c62
00a441cb-4ec4-4867-a82d-c4544c3844b1,59,Male,Germany,Clothing,1189.71997070313,Cash,2024-04-03,Tablet,1,00a441cb-4ec4-4867-a82d-c4544c3844b1
00be193d-400b-4b89-b4ba-8374ae663b62,58,Female,Australia,Clothing,1044.65002441406,Cash,2025-09-30,Desktop,1,00be193d-400b-4b89-b4ba-8374ae663b62
009ef84e-caec-4d30-bda4-ceae38c9564d,53,Female,UK,Clothing,362.570007324219,Cash,2025-09-03,Desktop,1,009ef84e-caec-4d30-bda4-ceae38c9564d
00e388c2-800b-448a-9854-bfa69cd1867d,57,Male,USA,Clothing,344.730010986328,Cash,2025-06-10,Mobile,0,00e388c2-800b-448a-9854-bfa69cd1867d
00efa1f5-3cad-4d86-9675-026e2dacdd39,30,Female,USA,Clothing,1603.26000976563,Cash,2025-04-07,Mobile,0,00efa1f5-3cad-4d86-9675-026e2dacdd39
00f25b2b-78b2-47ba-ad75-f552bcd93225,38,Female,Canada,Clothing,1464.61999511719,Cash,2025-06-28,Desktop,0,00f25b2b-78b2-47ba-ad75-f552bcd93225
010424d6-5cdd-437e-9576-3d610f36eb5e,52,Male,USA,Clothing,1106.18994140625,Cash,2024-08-13,Desktop,0,010424d6-5cdd-437e-9576-3d610f36eb5e
011dbebf-6f12-4e91-b7b0-91d1deae6550,22,Male,UK,Clothing,556.309997558594,Cash,2024-10-22,Mobile,1,011dbebf-6f12-4e91-b7b0-91d1deae6550
011e81c6-101f-425e-8968-38393815e439,22,Female,Germany,Clothing,430.720001220703,Cash,2024-03-11,Tablet,1,011e81c6-101f-425e-8968-38393815e439
0126df68-39da-4d23-b649-388f59a369be,37,Female,Canada,Clothing,1549.5,Cash,2024-09-25,Mobile,0,0126df68-39da-4d23-b649-388f59a369be
012c7c4d-218d-4a13-b37e-e58a880b1219,56,Male,Canada,Clothing,741.190002441406,Cash,2024-02-05,Desktop,0,012c7c4d-218d-4a13-b37e-e58a880b1219
013c28be-cd30-43b7-8b0a-b3f3d699753b,51,Male,Australia,Clothing,1430.4599609375,Cash,2024-09-07,Desktop,0,013c28be-cd30-43b7-8b0a-b3f3d699753b
0141f227-2080-402e-9faa-1fb4f61ef939,57,Female,Australia,Clothing,1708.48999023438,Cash,2025-11-07,Desktop,0,0141f227-2080-402e-9faa-1fb4f61ef939
0149ea8f-e15c-4c37-9fc7-6ccca10727f3,28,Female,India,Clothing,781.409973144531,Cash,2025-06-17,Mobile,1,0149ea8f-e15c-4c37-9fc7-6ccca10727f3
015951a3-2042-4e01-99e7-f97f6f3dffc8,25,Female,Germany,Clothing,1058.93005371094,Cash,2024-12-02,Mobile,0,015951a3-2042-4e01-99e7-f97f6f3dffc8
016c2fde-a3ea-444f-848c-f7460daba6f2,49,Female,Australia,Clothing,1265.22998046875,Cash,2024-11-14,Desktop,1,016c2fde-a3ea-444f-848c-f7460daba6f2
01830c8b-adad-4e08-abc2-f3e64e652763,69,Male,UK,Clothing,609.400024414063,Cash,2025-10-27,Tablet,0,01830c8b-adad-4e08-abc2-f3e64e652763
018f5a5f-6198-48cb-bcd3-3f406bf5ea69,46,Male,Australia,Clothing,881.780029296875,Cash,2025-03-15,Mobile,0,018f5a5f-6198-48cb-bcd3-3f406bf5ea69
0193b174-2e2a-4abe-b8e4-e89a6d45f105,58,Female,Australia,Clothing,819.929992675781,Cash,2025-09-15,Mobile,0,0193b174-2e2a-4abe-b8e4-e89a6d45f105
0197fecc-1cdf-4c1d-856b-1419546277ef,39,Male,Canada,Clothing,285.390014648438,Cash,2024-09-17,Mobile,0,0197fecc-1cdf-4c1d-856b-1419546277ef
019d52a4-418c-4899-a4f2-f0eda22355ed,31,Female,Germany,Clothing,1190.32995605469,Cash,2025-06-22,Desktop,1,019d52a4-418c-4899-a4f2-f0eda22355ed
01a1279b-ed6a-4197-a83a-3a0b0f1b8cea,30,Female,Germany,Clothing,1147.68994140625,Cash,2024-06-11,Mobile,1,01a1279b-ed6a-4197-a83a-3a0b0f1b8cea
01a2aba8-68c1-48e0-bce2-daced3f2ee0f,39,Female,Germany,Clothing,622.400024414063,Cash,2024-02-06,Tablet,0,01a2aba8-68c1-48e0-bce2-daced3f2ee0f
01a73bb0-54a7-4f94-a026-f63e026e766a,56,Male,Canada,Clothing,279.720001220703,Cash,2025-10-17,Tablet,1,01a73bb0-54a7-4f94-a026-f63e026e766a
01aa78ee-3686-4abf-9164-04a903a6aa8d,44,Male,Australia,Clothing,1964.66003417969,Cash,2025-09-11,Tablet,0,01aa78ee-3686-4abf-9164-04a903a6aa8d
01b0c98f-f655-44dd-91b8-abdd8e6f6692,33,Male,UK,Clothing,93.5199966430664,Cash,2024-02-16,Desktop,0,01b0c98f-f655-44dd-91b8-abdd8e6f6692
01b53c7e-a89e-4a00-b53a-ed3e1fd376b6,50,Male,UK,Clothing,778.650024414063,Cash,2024-01-24,Mobile,1,01b53c7e-a89e-4a00-b53a-ed3e1fd376b6
01c9da8b-fbf5-4247-9c4c-d017f12b1edd,27,Male,UK,Clothing,476.820007324219,Cash,2025-04-11,Tablet,1,01c9da8b-fbf5-4247-9c4c-d017f12b1edd
01e7762d-4182-4488-aace-0d596123d5c0,22,Male,Canada,Clothing,602.940002441406,Cash,2024-05-13,Tablet,0,01e7762d-4182-4488-aace-0d596123d5c0
01e8a35e-41c6-4574-9352-4710cf88011a,31,Female,India,Clothing,847.900024414063,Cash,2024-05-11,Mobile,1,01e8a35e-41c6-4574-9352-4710cf88011a
0207fafa-6140-4272-b177-1f31be805cd2,49,Male,Canada,Clothing,1652.7900390625,Cash,2024-11-25,Mobile,0,0207fafa-6140-4272-b177-1f31be805cd2
